date,driving,walking,transit
2021-10-13,8251.77,9485.81,3698.12
2021-10-14,8621.8,9783.45,3765.64
2021-10-15,9574.53,10970.09,4125.84
2021-10-16,9407.6,11391.65,3951.75
2021-10-17,8519.13,9174.87,3558.98
2021-10-18,8151.1,9553.43,3595.08
2021-10-19,8226.9,9696.96,3642.25
2021-10-20,8377.58,9702.69,3698.38
2021-10-21,8526.56,9899.37,3766.58
2021-10-22,9399.66,10839.02,4103.22
2021-10-23,9200.44,11102.39,3933.12
2021-10-24,8167.62,8854.6,3515.03
2021-10-25,7942.12,9230.99,3659.46
2021-10-26,8093.62,9356.85,3696.61
2021-10-27,8303.24,9575.91,3802
2021-10-28,8652.57,10015.81,3885.3
2021-10-29,9713.64,11163.04,4216.25
2021-10-30,9380.41,11387.21,4055.93
2021-10-31,8386.72,9537.31,3703.73
2021-11-01,7813.89,8661.51,3574.27
2021-11-02,7955.97,8897.22,3669.78
2021-11-03,8020.68,9072.08,3677.27
2021-11-04,8203.38,9367.83,3733.37
2021-11-05,9090.81,10456.19,4087.64
2021-11-06,8740.05,10418.8,3815.4
